,ppid,heading,cameraoffset,occlusion,trialn,timestamp,trialtype_signed,World_x,World_z,WorldYaw,SWV,SWA,YawRate_seconds,TurnAngle_frames,Distance_frames,dt,StraightVisible,setpoint
71,k,-2.0,-2.0,1,0,20.0226802516518,-1,0.0,2.6667115688323975,0.0,0.0,0.0,0.0,0.0,0.13484663558284637,0.016855829447855797,False,0
72,k,-2.0,-2.0,1,0,20.039353106365347,-1,0.0,2.800035238265991,0.0,0.0,0.0,0.0,0.0,0.1333237606641262,0.016665470083015776,False,0
73,k,-2.0,-2.0,1,0,20.056016525162104,-1,0.0,2.933342695236206,0.0,0.0,0.0,0.0,0.0,0.1333073503740536,0.0166634187967567,False,0
74,k,-2.0,-2.0,1,0,20.072490815365775,-1,0.0,3.065901756286621,0.0,0.0,0.0,0.0,0.0,0.13255904114674877,0.016569880143343596,False,0
75,k,-2.0,-2.0,1,0,20.089147670046504,-1,0.0,3.1991665363311768,0.0,0.0,0.0,0.0,0.0,0.13326468361987054,0.016658085452483817,False,0
76,k,-2.0,-2.0,1,0,20.1056617552036,-1,0.0,3.3309247493743896,0.0,0.0,0.0,0.0,0.0,0.13175821899119455,0.01646977737389932,False,0
77,k,-2.0,-2.0,1,0,20.122410097251482,-1,0.0,3.4646522998809814,0.0,0.0,0.0,0.0,0.0,0.13372745379990647,0.01671593172498831,False,0
78,k,-2.0,-2.0,1,0,20.138957002988725,-1,0.0,3.5975263118743896,0.0,0.0,0.0,0.0,0.0,0.13287411871615973,0.016609264839519966,False,0
79,k,-2.0,-2.0,1,0,20.1556364218183,-1,0.0,3.7310304641723633,0.0,0.0,0.0,0.0,0.0,0.1335042738549248,0.0166880342318656,False,0
80,k,-2.0,-2.0,1,0,20.17242784087762,-1,0.0,3.8647940158843994,0.0,0.0,0.0,0.0,0.0,0.13376355643805482,0.016720444554756853,False,0
81,k,-2.0,-2.0,1,0,20.18896941327059,-1,0.0,3.9974679946899414,0.0,0.0,0.0,0.0,0.0,0.13267391317725696,0.01658423914715712,False,0
82,k,-2.0,-2.0,1,0,20.205602883287966,-1,0.0,4.130693435668945,0.0,0.0,0.0,0.0,0.0,0.13322529892369062,0.016653162365461327,False,0
83,k,-2.0,-2.0,1,0,20.222273276458004,-1,0.0,4.26411247253418,0.0,0.0,0.0,0.0,0.0,0.13341894034653023,0.01667736754331628,False,0
84,k,-2.0,-2.0,1,0,20.23953731187141,-1,0.0,4.40129280090332,0.0,0.0,0.0,0.0,0.0,0.13718017883115863,0.01714752235389483,False,0
85,k,-2.0,-2.0,1,0,20.25565755006677,-1,0.0,4.531130790710449,0.0,0.0,0.0,0.0,0.0,0.12983821505272886,0.016229776881591107,False,0
86,k,-2.0,-2.0,1,0,20.272335738124593,-1,0.0,4.664576053619385,0.0,0.0,0.0,0.0,0.0,0.13344519681066913,0.01668064960133364,False,0
87,k,-2.0,-2.0,1,0,20.2889433619351,-1,0.0,4.79741096496582,0.0,0.0,0.0,0.0,0.0,0.1328347340199798,0.016604341752497476,False,0
88,k,-2.0,-2.0,1,0,20.305583806325757,-1,0.0,4.9306135177612305,0.0,0.0,0.0,0.0,0.0,0.1332023245175833,0.01665029056469791,False,0
89,k,-2.0,-2.0,1,0,20.32226937901411,-1,0.0,5.064147472381592,0.0,0.0,0.0,0.0,0.0,0.13353381237703843,0.016691726547129804,False,0
90,k,-2.0,-2.0,1,0,20.33888561822691,-1,0.0,5.197011947631836,0.0,0.0,0.0,0.0,0.0,0.13286427254209343,0.01660803406776168,False,0
91,k,-2.0,-2.0,1,0,20.355589652491595,-1,0.0,5.330502986907959,0.0,0.0,0.0,0.0,0.0,0.13349114562288378,0.016686393202860472,False,0
92,k,-2.0,-2.0,1,0,20.37230435344483,-1,0.0,5.464391231536865,0.0,0.0,0.0,0.0,0.0,0.1338882746426009,0.01673603433032511,False,0
93,k,-2.0,-2.0,1,0,20.388904182367554,-1,0.0,5.5972161293029785,0.0,0.0,0.0,0.0,0.0,0.1328248878459135,0.01660311098073919,False,0
94,k,-2.0,-2.0,1,0,20.40561313971926,-1,0.0,5.730579376220703,0.0,0.0,0.0,0.0,0.0,0.13336314536030613,0.016670393170038267,False,0
95,k,-2.0,-2.0,1,0,20.422341379161804,-1,0.0,5.86430025100708,0.0,0.0,0.0,0.0,0.0,0.13372088968387175,0.01671511121048397,False,0
96,k,-2.0,-2.0,1,0,20.438912490076902,-1,0.0,5.997000217437744,0.0,0.0,0.0,0.0,0.0,0.13270016964136744,0.01658752120517093,False,0
97,k,-2.0,-2.0,1,0,20.455502062568332,-1,0.0,6.130058288574219,0.0,0.0,0.0,0.0,0.0,0.13305791396496147,0.016632239245620184,False,0
98,k,-2.0,-2.0,1,0,20.472199942974243,-1,0.0,6.263510227203369,0.0,0.0,0.0,0.0,0.0,0.13345176092670386,0.016681470115837982,False,0
99,k,-2.0,-2.0,1,0,20.488855566883213,-1,0.0,6.3967156410217285,0.0,0.0,0.0,0.0,0.0,0.13320560657558644,0.016650700821948305,False,0
100,k,-2.0,-2.0,1,0,20.50555508831813,-1,0.0,6.530262470245361,0.0,0.0,0.0,0.0,0.0,0.13354694060910788,0.016693367576138485,False,0
101,k,-2.0,-2.0,1,0,20.52218281473398,-1,0.0,6.663356304168701,0.0,0.0,0.0,0.0,0.0,0.13309401660310982,0.016636752075388728,False,0
102,k,-2.0,-2.0,1,0,20.538849105331497,-1,0.0,6.796637535095215,0.0,0.0,0.0,0.0,0.0,0.13328109390994314,0.016660136738742892,False,0
103,k,-2.0,-2.0,1,0,20.55560893458243,-1,0.0,6.9304633140563965,0.0,0.0,0.0,0.0,0.0,0.13382591554034207,0.01672823944254276,False,0
104,k,-2.0,-2.0,1,0,20.57218743012806,-1,0.0,7.063436031341553,0.0,0.0,0.0,0.0,0.0,0.1329725804565669,0.016621572557070863,False,0
105,k,-2.0,-2.0,1,0,20.588816387315667,-1,0.0,7.196579456329346,0.0,0.0,0.0,0.0,0.0,0.13314324747332762,0.016642905934165952,False,0
106,k,-2.0,-2.0,1,0,20.60552452415287,-1,0.0,7.329896450042725,0.0,0.0,0.0,0.0,0.0,0.1333171965480915,0.016664649568511436,False,0
107,k,-2.0,-2.0,1,0,20.622171532659554,-1,0.0,7.463099002838135,0.0,0.0,0.0,0.0,0.0,0.13320232451761171,0.016650290564701464,False,0
108,k,-2.0,-2.0,1,0,20.6388324899128,-1,0.0,7.596436023712158,0.0,0.0,0.0,0.0,0.0,0.13333688889616724,0.016667111112020905,False,0
109,k,-2.0,-2.0,1,0,20.655482370220245,-1,0.0,7.729753017425537,0.0,0.0,0.0,0.0,0.0,0.1333171965480915,0.016664649568511436,False,0
110,k,-2.0,-2.0,1,0,20.67213635310021,-1,0.0,7.862984657287598,0.0,0.0,0.0,0.0,0.0,0.13323186303972534,0.016653982879965668,False,0
111,k,-2.0,-2.0,1,0,20.688809207813758,-1,0.0,7.996436595916748,0.0,0.0,0.0,0.0,0.0,0.13345176092670386,0.016681470115837982,False,0
112,k,-2.0,-2.0,1,0,20.705513242078446,-1,0.0,8.12985897064209,0.0,0.0,0.0,0.0,0.0,0.13342222240453339,0.016677777800566673,False,0
113,k,-2.0,-2.0,1,0,20.722135224892767,-1,0.0,8.263038635253906,0.0,0.0,0.0,0.0,0.0,0.1331793501115044,0.01664741876393805,False,0
114,k,-2.0,-2.0,1,0,20.738818336037614,-1,0.0,8.396448135375977,0.0,0.0,0.0,0.0,0.0,0.13340909417249236,0.016676136771561545,False,0
115,k,-2.0,-2.0,1,0,20.755507601041234,-1,0.0,8.529728889465332,0.0,0.0,0.0,0.0,0.0,0.13328109390994314,0.016660136738742892,False,0
116,k,-2.0,-2.0,1,0,20.7720943017319,-1,0.0,8.662760734558105,0.0,0.0,0.0,0.0,0.0,0.13303165750082258,0.016628957187602822,False,0
117,k,-2.0,-2.0,1,0,20.788795464195825,-1,0.0,8.79616641998291,0.0,0.0,0.0,0.0,0.0,0.1334058121144892,0.01667572651431115,False,0
118,k,-2.0,-2.0,1,0,20.80544739578953,-1,0.0,8.929490089416504,0.0,0.0,0.0,0.0,0.0,0.1333237606641262,0.016665470083015776,False,0
119,k,-2.0,-2.0,1,0,20.822114096644302,-1,0.0,9.062843322753906,0.0,0.0,0.0,0.0,0.0,0.13335329918626826,0.016669162398283532,False,0
120,k,-2.0,-2.0,1,0,20.838812797564714,-1,0.0,9.196232795715332,0.0,0.0,0.0,0.0,0.0,0.1333894018244166,0.016673675228052076,False,0
121,k,-2.0,-2.0,1,0,20.85546308812941,-1,0.0,9.329395294189453,0.0,0.0,0.0,0.0,0.0,0.13316293982140337,0.01664536747767542,False,0
122,k,-2.0,-2.0,1,0,20.872115840237623,-1,0.0,9.462722778320312,0.0,0.0,0.0,0.0,0.0,0.13332704272212936,0.01666588034026617,False,0
123,k,-2.0,-2.0,1,0,20.88876161797255,-1,0.0,9.596023559570312,0.0,0.0,0.0,0.0,0.0,0.1333007862580473,0.016662598282255914,False,0
124,k,-2.0,-2.0,1,0,20.90541272905175,-1,0.0,9.72917652130127,0.0,0.0,0.0,0.0,0.0,0.1331530936473655,0.016644136705920687,False,0
125,k,-2.0,-2.0,1,0,20.92208804530881,-1,0.0,9.862470626831055,0.0,0.0,0.0,0.0,0.0,0.13329422214198416,0.01666177776774802,False,0
126,k,-2.0,-2.0,1,0,20.938737105101755,-1,0.0,9.995823860168457,0.0,0.0,0.0,0.0,0.0,0.13335329918626826,0.016669162398283532,False,0
127,k,-2.0,-2.0,1,0,20.955435806022166,-1,0.0,10.129364013671875,0.0,0.0,0.0,0.0,0.0,0.13354037649307315,0.016692547061634144,False,0
128,k,-2.0,-2.0,1,0,20.972036865716646,-1,0.0,10.262303352355957,0.0,0.0,0.0,0.0,0.0,0.1329397598764217,0.016617469984552713,False,0
129,k,-2.0,-2.0,1,0,20.988766746188197,-1,0.0,10.395922660827637,0.0,0.0,0.0,0.0,0.0,0.133619145885433,0.016702393235679125,False,0
130,k,-2.0,-2.0,1,0,21.005426062412436,-1,0.0,10.528993606567383,0.0,0.0,0.0,0.0,0.0,0.1330710421970025,0.016633880274625312,False,0
131,k,-2.0,-2.0,1,0,21.02206404525958,-1,0.0,10.662497520446777,0.0,0.0,0.0,0.0,0.0,0.1335042738549248,0.0166880342318656,False,0
132,k,-2.0,-2.0,1,0,21.038756592321214,-1,0.0,10.795880317687988,0.0,0.0,0.0,0.0,0.0,0.13338283770838189,0.016672854713547736,False,0
133,k,-2.0,-2.0,1,0,21.055379395650043,-1,0.0,10.92885971069336,0.0,0.0,0.0,0.0,0.0,0.13297914457260163,0.016622393071575203,False,0
134,k,-2.0,-2.0,1,0,21.072083019657477,-1,0.0,11.062331199645996,0.0,0.0,0.0,0.0,0.0,0.1334714532747796,0.01668393165934745,False,0
135,k,-2.0,-2.0,1,0,21.088717720446606,-1,0.0,11.195507049560547,0.0,0.0,0.0,0.0,0.0,0.13317606805347282,0.016647008506684102,False,0
136,k,-2.0,-2.0,1,0,21.105337651974672,-1,0.0,11.32876205444336,0.0,0.0,0.0,0.0,0.0,0.13325483744583266,0.016656854680729083,False,0
137,k,-2.0,-2.0,1,0,21.122047429840883,-1,0.0,11.462288856506348,0.0,0.0,0.0,0.0,0.0,0.1335272482610037,0.016690906032625463,False,0
138,k,-2.0,-2.0,1,0,21.138717412753667,-1,0.0,11.5956392288208,0.0,0.0,0.0,0.0,0.0,0.1333500171282367,0.016668752141029586,False,0
139,k,-2.0,-2.0,1,0,21.15536811357562,-1,0.0,11.728880882263184,0.0,0.0,0.0,0.0,0.0,0.13324170921376322,0.016655213651720402,False,0
140,k,-2.0,-2.0,1,0,21.172052045234963,-1,0.0,11.862322807312012,0.0,0.0,0.0,0.0,0.0,0.13344191475266598,0.016680239344083247,False,0
141,k,-2.0,-2.0,1,0,21.188695361426383,-1,0.0,11.9952392578125,0.0,0.0,0.0,0.0,0.0,0.13291678547031438,0.016614598183789298,False,0
